Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
1194,621,2,Lise Mezunu,Evet,2100000,5600000,16,426,400000,300000,7100000,1200000,Reddedildi,2024-05-25
1195,272,4,Lise Mezunu,Evet,9000000,21500000,14,508,16600000,17300000,24300000,13100000,Reddedildi,2024-01-30
1196,529,3,Lise Mezunu,Evet,7000000,19200000,4,768,8600000,13700000,19200000,7700000,Onaylandı,2025-04-28
1197,330,3,Lise Mezunu,Hayır,2200000,6400000,20,667,6300000,3900000,8300000,2900000,Onaylandı,2024-05-20
1198,789,5,Lisans Mezunu,Evet,7500000,28200000,2,440,8200000,5800000,24400000,6000000,Onaylandı,2025-10-01
1199,361,1,Lisans Mezunu,Evet,8300000,16800000,2,366,22000000,6600000,27300000,4500000,Reddedildi,2025-02-08
1200,87,2,Lise Mezunu,Hayır,300000,600000,2,383,600000,300000,1100000,400000,Reddedildi,2024-01-11
1201,591,0,Lise Mezunu,Evet,300000,800000,4,603,800000,200000,600000,200000,Onaylandı,2024-04-12
1202,366,3,Lisans Mezunu,Hayır,3900000,14900000,4,728,4700000,4000000,14900000,5500000,Onaylandı,2024-08-07
1203,179,0,Lise Mezunu,Hayır,6600000,20300000,6,549,10800000,900000,23100000,9800000,Reddedildi,2024-06-08
1204,604,0,Lisans Mezunu,Hayır,4100000,10700000,8,855,11500000,700000,11200000,3100000,Onaylandı,2025-04-28
1205,752,5,Lisans Mezunu,Evet,1800000,5300000,12,461,2800000,2000000,4700000,2000000,Reddedildi,2025-07-27
1206,66,3,Lise Mezunu,Evet,7000000,16100000,16,379,2000000,5200000,23000000,10000000,Reddedildi,2025-10-18
1207,448,2,Lise Mezunu,Evet,5100000,13700000,6,559,7800000,9800000,12700000,5100000,Onaylandı,2025-01-15
1208,330,1,Lise Mezunu,Evet,300000,600000,8,816,600000,300000,1100000,200000,Onaylandı,2025-03-14
1209,850,4,Lise Mezunu,Evet,4300000,11400000,2,560,10000000,3900000,8900000,3300000,Onaylandı,2025-07-18
1210,333,0,Lisans Mezunu,Evet,3200000,12000000,14,645,5200000,1400000,12100000,3400000,Onaylandı,2025-05-02
1211,172,4,Lise Mezunu,Evet,4200000,11500000,6,551,10600000,7600000,11300000,5000000,Onaylandı,2024-03-11
1212,726,0,Lise Mezunu,Evet,9600000,22900000,8,515,4300000,14700000,33300000,7800000,Reddedildi,2025-02-28
1213,231,4,Lisans Mezunu,Hayır,1300000,3600000,10,657,3200000,1900000,2900000,1100000,Onaylandı,2025-04-03
1214,924,3,Lise Mezunu,Hayır,2400000,9300000,2,682,3100000,4400000,5200000,1500000,Onaylandı,2025-10-24
1215,115,0,Lisans Mezunu,Hayır,600000,1600000,10,588,1600000,100000,1100000,300000,Onaylandı,2025-06-06
1216,355,5,Lisans Mezunu,Evet,9600000,38000000,10,359,2100000,13600000,38200000,9400000,Reddedildi,2025-02-19
1217,343,0,Lisans Mezunu,Hayır,400000,1200000,4,766,900000,300000,1200000,300000,Onaylandı,2024-12-24
1218,524,4,Lisans Mezunu,Hayır,5900000,19900000,14,469,14200000,6800000,22100000,3200000,Reddedildi,2025-07-02
1219,703,0,Lisans Mezunu,Evet,700000,1400000,10,618,1300000,200000,1700000,500000,Onaylandı,2024-09-01
1220,208,0,Lise Mezunu,Evet,8600000,17700000,20,711,22000000,0,30800000,7400000,Onaylandı,2025-03-06
1221,570,0,Lisans Mezunu,Evet,9000000,34000000,4,549,2000000,8900000,20000000,12400000,Onaylandı,2024-02-17
1222,772,3,Lisans Mezunu,Evet,5100000,20400000,6,754,1700000,2600000,11800000,7600000,Onaylandı,2025-01-02
1223,294,4,Lise Mezunu,Evet,500000,1500000,6,461,1300000,500000,1700000,200000,Reddedildi,2025-09-03
1224,156,2,Lisans Mezunu,Hayır,1600000,3800000,10,837,3800000,1100000,5500000,1600000,Onaylandı,2024-11-12
1225,109,0,Lisans Mezunu,Evet,9800000,23900000,14,459,1000000,13400000,21100000,7200000,Reddedildi,2025-02-16
1226,832,4,Lisans Mezunu,Hayır,7800000,29700000,20,614,22000000,700000,26800000,6300000,Onaylandı,2024-10-03
1227,59,4,Lise Mezunu,Hayır,6500000,24000000,16,373,5600000,5100000,15600000,6700000,Reddedildi,2025-05-14
1228,203,5,Lisans Mezunu,Evet,7500000,26500000,12,512,16500000,2900000,23700000,6000000,Reddedildi,2025-05-25
1229,264,4,Lisans Mezunu,Evet,8900000,23400000,18,781,16500000,3100000,24900000,5800000,Onaylandı,2024-01-16
1230,290,4,Lisans Mezunu,Evet,1800000,5800000,14,305,600000,3300000,3600000,2000000,Reddedildi,2025-03-23
1231,570,1,Lise Mezunu,Evet,7600000,27800000,6,447,1300000,700000,20100000,10900000,Reddedildi,2025-10-30
1232,661,4,Lisans Mezunu,Evet,1200000,4600000,6,757,1900000,200000,4800000,1500000,Onaylandı,2024-05-23
1233,359,5,Lisans Mezunu,Evet,2700000,10400000,2,723,2800000,700000,10300000,1400000,Onaylandı,2025-03-19
1234,646,1,Lise Mezunu,Evet,4600000,10900000,12,463,1200000,1200000,10900000,6600000,Reddedildi,2024-11-17
1235,919,2,Lise Mezunu,Hayır,6900000,18700000,10,699,12800000,5700000,21200000,5200000,Onaylandı,2025-08-27
1236,977,4,Lisans Mezunu,Evet,8400000,25200000,2,308,8100000,9300000,27700000,10500000,Onaylandı,2024-11-10
1237,933,0,Lisans Mezunu,Hayır,300000,500000,18,702,300000,400000,1200000,100000,Onaylandı,2024-09-20
1238,446,2,Lise Mezunu,Evet,9500000,37500000,4,456,10200000,16800000,34100000,12900000,Onaylandı,2025-07-08
1239,825,3,Lisans Mezunu,Evet,1900000,5900000,8,651,700000,2100000,6200000,1500000,Onaylandı,2025-07-02
1240,939,3,Lise Mezunu,Hayır,4200000,14500000,20,840,4500000,5900000,8900000,4600000,Onaylandı,2025-07-02
1241,451,4,Lisans Mezunu,Evet,2200000,7900000,18,848,5100000,1700000,8500000,1600000,Onaylandı,2024-02-11
1242,444,5,Lisans Mezunu,Evet,7100000,19700000,4,727,7700000,12900000,23600000,5800000,Onaylandı,2024-02-16
1243,474,4,Lisans Mezunu,Hayır,3500000,11600000,10,335,6300000,5200000,10300000,2300000,Reddedildi,2025-07-27
1244,783,5,Lise Mezunu,Hayır,400000,800000,18,304,900000,500000,1400000,400000,Reddedildi,2025-02-20
1245,198,2,Lisans Mezunu,Evet,8800000,34400000,2,712,10500000,12500000,29300000,5900000,Onaylandı,2024-09-15
1246,828,0,Lise Mezunu,Hayır,1800000,6600000,10,737,5000000,2000000,6000000,1500000,Onaylandı,2024-08-09
1247,962,1,Lisans Mezunu,Evet,7600000,29300000,14,690,13900000,4000000,30000000,9100000,Onaylandı,2024-02-16
1248,136,1,Lisans Mezunu,Evet,1000000,3200000,4,888,2000000,1500000,2200000,1300000,Onaylandı,2025-05-18
1249,267,2,Lise Mezunu,Evet,8200000,27200000,10,839,9200000,6400000,25500000,6000000,Onaylandı,2024-12-14
1250,726,5,Lise Mezunu,Evet,3600000,12400000,8,333,8800000,1000000,10700000,4000000,Reddedildi,2024-02-28
1251,700,5,Lisans Mezunu,Hayır,9400000,23700000,18,862,21500000,3500000,22400000,5600000,Onaylandı,2024-12-30
1252,124,5,Lise Mezunu,Hayır,2600000,9100000,4,309,6400000,1400000,5900000,3400000,Onaylandı,2025-08-04
1253,814,5,Lise Mezunu,Hayır,9500000,30700000,10,823,16300000,3700000,30300000,13100000,Onaylandı,2024-02-12
1254,574,0,Lisans Mezunu,Evet,3500000,11700000,14,649,2700000,700000,11400000,4800000,Onaylandı,2024-10-27
1255,965,5,Lise Mezunu,Evet,9800000,35700000,10,726,9400000,18900000,31200000,12000000,Onaylandı,2024-01-09
1256,499,4,Lisans Mezunu,Hayır,800000,3100000,18,712,400000,700000,1900000,1100000,Onaylandı,2024-11-02
1257,962,0,Lise Mezunu,Hayır,9700000,37300000,20,701,12100000,16200000,24100000,10500000,Onaylandı,2025-05-15
1258,513,3,Lisans Mezunu,Hayır,6200000,21300000,12,655,6500000,11600000,19200000,5000000,Onaylandı,2025-07-24
1259,94,1,Lise Mezunu,Evet,4400000,16600000,18,385,800000,5300000,13400000,5100000,Reddedildi,2024-03-20
1260,235,2,Lisans Mezunu,Hayır,1800000,3800000,4,777,5100000,2700000,4600000,1400000,Onaylandı,2025-09-08
1261,717,3,Lisans Mezunu,Hayır,1700000,5300000,14,696,300000,700000,4500000,800000,Onaylandı,2024-09-16
1262,484,3,Lisans Mezunu,Hayır,3900000,14100000,16,496,2500000,2200000,13700000,2900000,Reddedildi,2024-08-19
1263,823,2,Lisans Mezunu,Evet,2200000,7900000,6,659,3400000,1800000,8600000,2400000,Onaylandı,2024-08-13
1264,461,3,Lise Mezunu,Evet,6300000,17700000,2,542,16800000,900000,16400000,5300000,Reddedildi,2024-12-20
1265,840,2,Lise Mezunu,Hayır,2200000,8700000,18,729,3900000,3300000,7600000,1300000,Onaylandı,2024-01-21
1266,110,1,Lisans Mezunu,Hayır,8100000,28400000,6,744,20300000,10500000,21800000,7700000,Onaylandı,2025-07-12
1267,995,4,Lise Mezunu,Hayır,6800000,17000000,2,749,18000000,3800000,27100000,9400000,Onaylandı,2024-05-01
1268,445,0,Lisans Mezunu,Hayır,4700000,14800000,20,755,12300000,5000000,15400000,3700000,Onaylandı,2024-05-22
1269,251,3,Lisans Mezunu,Evet,2200000,5300000,2,506,1600000,1700000,5800000,2800000,Reddedildi,2024-02-12
1270,205,3,Lisans Mezunu,Evet,3500000,13000000,6,391,6100000,3500000,13300000,4300000,Reddedildi,2024-10-26
1271,704,1,Lise Mezunu,Evet,3500000,11600000,10,898,3100000,2700000,9000000,4500000,Onaylandı,2024-12-05
1272,770,5,Lise Mezunu,Hayır,500000,1500000,12,527,100000,600000,1100000,200000,Reddedildi,2024-12-12
1273,659,5,Lise Mezunu,Hayır,9900000,35800000,20,470,9500000,18400000,39100000,14700000,Reddedildi,2024-09-15
1274,741,1,Lisans Mezunu,Hayır,8400000,25000000,12,694,5300000,14900000,23000000,7700000,Onaylandı,2024-08-06
1275,344,1,Lisans Mezunu,Hayır,5000000,18800000,14,325,13100000,5700000,12800000,4300000,Reddedildi,2025-01-18
1276,979,4,Lise Mezunu,Evet,5500000,13400000,10,880,300000,800000,19900000,2800000,Onaylandı,2024-02-16
1277,145,5,Lisans Mezunu,Evet,3000000,11900000,14,459,6000000,4800000,11700000,4200000,Reddedildi,2025-06-02
1278,203,3,Lise Mezunu,Evet,9400000,21400000,10,323,5100000,15500000,29600000,11300000,Reddedildi,2025-07-25
1279,474,4,Lisans Mezunu,Hayır,7600000,29000000,8,739,22100000,8100000,22100000,8800000,Onaylandı,2025-09-16
1280,921,0,Lise Mezunu,Evet,5500000,16300000,10,724,11900000,1500000,11900000,6200000,Onaylandı,2025-07-10
1281,559,1,Lisans Mezunu,Hayır,3100000,7400000,18,487,8400000,1200000,9200000,4500000,Reddedildi,2024-01-26
1282,931,3,Lisans Mezunu,Hayır,7700000,27700000,4,439,13900000,7500000,27100000,6200000,Onaylandı,2025-09-24
1283,835,2,Lisans Mezunu,Hayır,9800000,25400000,2,655,19900000,4600000,21300000,7900000,Onaylandı,2025-07-05
1284,84,3,Lise Mezunu,Hayır,3200000,9200000,14,443,3300000,1100000,7200000,4500000,Reddedildi,2025-07-26
1285,972,2,Lisans Mezunu,Hayır,700000,2600000,20,489,100000,200000,2400000,900000,Reddedildi,2024-08-31
1286,594,4,Lise Mezunu,Evet,3100000,8600000,14,427,3100000,3800000,9900000,3700000,Reddedildi,2025-08-04
1287,123,0,Lisans Mezunu,Evet,4500000,10500000,20,417,9800000,2000000,9600000,5800000,Reddedildi,2025-08-24
1288,794,5,Lise Mezunu,Evet,8900000,24800000,18,842,16200000,5000000,20000000,8100000,Onaylandı,2025-01-02
1289,266,3,Lise Mezunu,Hayır,5900000,23200000,2,307,15500000,10000000,21100000,6300000,Onaylandı,2025-07-25
1290,196,2,Lise Mezunu,Hayır,1500000,4500000,18,428,4500000,1200000,5600000,1100000,Reddedildi,2024-03-08
1291,175,4,Lise Mezunu,Evet,6300000,15200000,16,415,15500000,1800000,20700000,7900000,Reddedildi,2025-06-10
1292,571,3,Lise Mezunu,Evet,6500000,18200000,20,405,10400000,2800000,21300000,6700000,Reddedildi,2024-12-16
1293,186,4,Lisans Mezunu,Hayır,8000000,31500000,18,683,10300000,7900000,30100000,9600000,Onaylandı,2024-07-14
1294,855,1,Lisans Mezunu,Evet,3300000,10600000,14,742,300000,600000,8400000,4500000,Onaylandı,2024-03-18
1295,673,4,Lise Mezunu,Hayır,3900000,10000000,10,530,10900000,200000,12300000,1900000,Reddedildi,2024-03-30
1296,37,3,Lisans Mezunu,Hayır,1600000,3500000,10,844,4500000,2200000,5200000,1600000,Onaylandı,2025-09-27
1297,190,2,Lise Mezunu,Evet,3900000,13900000,18,715,5000000,5600000,9900000,2100000,Onaylandı,2024-08-09
1298,548,3,Lisans Mezunu,Evet,8000000,26300000,12,476,21700000,6600000,16400000,9000000,Reddedildi,2025-05-08
1299,413,2,Lisans Mezunu,Hayır,2200000,4800000,6,721,1800000,100000,6900000,2200000,Onaylandı,2025-09-29
1300,56,4,Lise Mezunu,Hayır,7600000,30300000,12,339,20400000,8000000,22200000,5800000,Reddedildi,2024-09-10
1301,78,5,Lise Mezunu,Evet,2700000,6800000,6,461,4500000,2000000,8200000,1700000,Reddedildi,2024-01-08
1302,456,2,Lisans Mezunu,Evet,6300000,23200000,12,556,7000000,8300000,24200000,5300000,Onaylandı,2024-06-09
1303,828,3,Lise Mezunu,Hayır,7700000,18700000,8,483,15100000,5600000,24600000,10200000,Reddedildi,2024-03-05
1304,457,2,Lisans Mezunu,Hayır,4500000,17200000,18,406,4100000,6300000,13800000,3300000,Reddedildi,2024-08-15
1305,9,2,Lisans Mezunu,Evet,9400000,24800000,14,513,24200000,18200000,37200000,7500000,Reddedildi,2024-06-23
1306,691,0,Lise Mezunu,Hayır,4600000,12600000,16,574,3400000,6200000,15100000,3600000,Onaylandı,2024-07-02
1307,439,0,Lisans Mezunu,Evet,5200000,15700000,6,692,3800000,7000000,12800000,5500000,Onaylandı,2024-05-01
1308,574,5,Lisans Mezunu,Evet,8000000,29800000,18,867,17700000,14100000,22800000,9200000,Onaylandı,2025-08-05
1309,774,1,Lise Mezunu,Evet,9900000,38500000,2,875,19600000,2900000,20200000,6500000,Onaylandı,2025-04-13
1310,702,4,Lisans Mezunu,Evet,8500000,18600000,10,597,16600000,3200000,21000000,11600000,Onaylandı,2025-03-03
1311,197,2,Lisans Mezunu,Evet,4900000,12000000,20,513,14200000,8100000,18300000,4800000,Reddedildi,2024-12-27
1312,883,3,Lisans Mezunu,Evet,7000000,24200000,2,354,18200000,7000000,15900000,7900000,Onaylandı,2025-09-06
1313,746,2,Lise Mezunu,Hayır,9600000,25900000,18,647,11800000,9900000,35600000,11500000,Onaylandı,2024-04-19
1314,250,1,Lisans Mezunu,Hayır,9700000,23700000,6,875,11500000,14400000,38100000,10400000,Onaylandı,2025-03-23
1315,18,1,Lisans Mezunu,Hayır,6200000,14300000,20,819,7500000,11700000,16700000,4300000,Onaylandı,2025-07-27
1316,903,4,Lise Mezunu,Evet,4100000,9600000,10,521,11900000,7100000,14100000,4900000,Reddedildi,2025-07-13
1317,181,0,Lisans Mezunu,Evet,6100000,19900000,20,761,4500000,3700000,12700000,7100000,Onaylandı,2024-01-31
1318,652,0,Lisans Mezunu,Hayır,700000,1900000,18,572,1400000,1000000,2000000,300000,Onaylandı,2024-11-05
1319,39,3,Lisans Mezunu,Hayır,6400000,24100000,12,571,19000000,11500000,13200000,7500000,Onaylandı,2024-01-27
1320,612,4,Lisans Mezunu,Evet,3800000,7800000,20,891,4600000,7000000,14300000,3300000,Onaylandı,2024-01-13
1321,522,1,Lise Mezunu,Hayır,4900000,14800000,12,895,8600000,8200000,18300000,5200000,Onaylandı,2025-09-09
1322,539,2,Lisans Mezunu,Hayır,2100000,6600000,20,580,3800000,4100000,6200000,2100000,Onaylandı,2025-05-13
1323,15,2,Lisans Mezunu,Hayır,6200000,23400000,8,605,10000000,10800000,21800000,9200000,Onaylandı,2024-01-27
1324,547,4,Lise Mezunu,Hayır,1600000,5100000,8,705,2400000,800000,5100000,1900000,Onaylandı,2024-07-22
1325,247,1,Lise Mezunu,Evet,1300000,5000000,20,423,900000,800000,3900000,1600000,Reddedildi,2024-02-17
1326,868,5,Lise Mezunu,Evet,7300000,22500000,2,846,9800000,4700000,20300000,5700000,Onaylandı,2024-04-10
1327,27,2,Lise Mezunu,Hayır,2100000,5000000,4,542,700000,600000,6600000,3100000,Reddedildi,2025-07-04
1328,905,5,Lise Mezunu,Hayır,600000,2400000,18,631,600000,300000,2100000,900000,Onaylandı,2024-12-31
1329,716,4,Lisans Mezunu,Hayır,7000000,24500000,18,318,4300000,1700000,16300000,3600000,Reddedildi,2024-03-02
1330,905,1,Lise Mezunu,Evet,3000000,6800000,10,541,5800000,5700000,10700000,2900000,Reddedildi,2024-06-18
1331,484,1,Lisans Mezunu,Hayır,900000,2900000,20,782,0,1500000,3500000,800000,Onaylandı,2024-03-13
1332,665,2,Lisans Mezunu,Hayır,9600000,35000000,2,888,12600000,6500000,37900000,5800000,Onaylandı,2024-07-29
1333,339,0,Lisans Mezunu,Hayır,1500000,3600000,14,747,200000,1400000,3000000,1200000,Onaylandı,2024-12-02
1334,55,0,Lisans Mezunu,Evet,5000000,18900000,6,641,4300000,8500000,19600000,6700000,Onaylandı,2025-06-07
1335,602,3,Lisans Mezunu,Evet,500000,1700000,4,640,400000,700000,1300000,200000,Onaylandı,2025-05-21
1336,101,4,Lise Mezunu,Hayır,7600000,28100000,12,324,12500000,8500000,19900000,11100000,Reddedildi,2025-03-15
1337,832,4,Lisans Mezunu,Hayır,5500000,21200000,20,359,4200000,5300000,18600000,6400000,Reddedildi,2025-04-27
1338,885,0,Lise Mezunu,Evet,6600000,23300000,12,338,2400000,800000,18900000,9300000,Reddedildi,2025-10-25
1339,244,0,Lisans Mezunu,Hayır,1400000,3200000,14,384,3100000,800000,3400000,2000000,Reddedildi,2024-08-13
1340,862,5,Lise Mezunu,Evet,8800000,26600000,16,545,19100000,16600000,30400000,7600000,Reddedildi,2025-04-14
1341,655,5,Lise Mezunu,Hayır,6200000,24200000,18,610,10200000,7800000,19600000,8300000,Onaylandı,2024-07-30
1342,594,2,Lisans Mezunu,Evet,8300000,27900000,18,840,12600000,3500000,19100000,9200000,Onaylandı,2025-02-01
1343,837,3,Lise Mezunu,Hayır,2400000,8100000,6,630,5100000,2900000,9100000,2300000,Onaylandı,2024-11-11
1344,345,1,Lisans Mezunu,Hayır,9100000,31200000,4,508,12800000,11700000,31100000,7800000,Onaylandı,2025-09-03
1345,140,0,Lise Mezunu,Evet,9500000,34900000,4,535,800000,14100000,25600000,14000000,Onaylandı,2025-04-24
1346,253,1,Lisans Mezunu,Hayır,1200000,3400000,20,717,3100000,1500000,2500000,900000,Onaylandı,2024-06-08
1347,226,2,Lisans Mezunu,Evet,7700000,19300000,8,735,1200000,1900000,23800000,10400000,Onaylandı,2024-02-22
1348,863,5,Lisans Mezunu,Evet,7800000,22000000,20,528,5800000,8800000,24700000,4900000,Reddedildi,2024-04-22
1349,961,0,Lisans Mezunu,Evet,9400000,20000000,4,350,3300000,1400000,37200000,4700000,Reddedildi,2024-09-03
1350,995,0,Lise Mezunu,Hayır,1700000,5700000,12,422,3400000,1100000,6500000,900000,Reddedildi,2024-02-16
1351,754,5,Lisans Mezunu,Hayır,4000000,13700000,6,496,-100000,1400000,15800000,3700000,Reddedildi,2025-05-21
1352,463,4,Lise Mezunu,Hayır,4200000,15500000,18,794,7300000,700000,13400000,2200000,Onaylandı,2024-07-18
1353,837,2,Lisans Mezunu,Hayır,2400000,7700000,6,719,6000000,1700000,6700000,1600000,Onaylandı,2024-01-28
1354,789,3,Lise Mezunu,Evet,2700000,6100000,14,630,3900000,2800000,10600000,2300000,Onaylandı,2025-05-12
1355,691,3,Lise Mezunu,Evet,600000,1800000,4,843,1400000,300000,1700000,400000,Onaylandı,2025-10-04
1356,634,2,Lisans Mezunu,Hayır,4600000,15600000,2,764,7700000,1500000,16000000,5800000,Onaylandı,2025-06-22
1357,119,3,Lisans Mezunu,Hayır,7200000,17700000,4,662,13100000,11500000,16300000,5300000,Onaylandı,2024-02-25
1358,143,0,Lise Mezunu,Hayır,4700000,15500000,16,311,12800000,200000,17500000,2700000,Reddedildi,2024-01-25
1359,484,4,Lise Mezunu,Hayır,4300000,10100000,2,606,9900000,1800000,8900000,5500000,Onaylandı,2025-02-20
1360,407,5,Lisans Mezunu,Hayır,4700000,10200000,16,874,10800000,7700000,11100000,7000000,Onaylandı,2025-06-30
1361,107,4,Lise Mezunu,Evet,8700000,30000000,4,370,17600000,15600000,34600000,12100000,Onaylandı,2024-12-14
1362,250,1,Lisans Mezunu,Hayır,7000000,20500000,10,414,19700000,7500000,20700000,5100000,Reddedildi,2025-08-11
1363,429,2,Lise Mezunu,Hayır,600000,1100000,10,800,1200000,200000,2300000,900000,Onaylandı,2025-06-23
1364,208,1,Lise Mezunu,Hayır,6800000,16900000,12,779,13800000,10200000,23400000,4400000,Onaylandı,2025-03-19
1365,878,1,Lise Mezunu,Hayır,6400000,14100000,20,553,11700000,4500000,20000000,3600000,Onaylandı,2025-01-26
1366,612,4,Lise Mezunu,Hayır,7600000,29900000,18,445,4800000,13900000,18400000,5700000,Reddedildi,2024-07-26
1367,603,3,Lise Mezunu,Hayır,9000000,21400000,8,496,16400000,7300000,31800000,12500000,Reddedildi,2024-11-14
1368,947,0,Lisans Mezunu,Evet,2400000,5900000,10,650,5100000,3700000,5300000,2300000,Onaylandı,2024-03-10
1369,771,3,Lise Mezunu,Hayır,6800000,17900000,6,783,20000000,9800000,23600000,5500000,Onaylandı,2025-10-22
1370,489,5,Lisans Mezunu,Evet,3500000,13500000,10,535,3100000,5700000,12500000,3100000,Reddedildi,2024-10-04
1371,445,4,Lisans Mezunu,Evet,8900000,34000000,20,415,13500000,3100000,33600000,12800000,Reddedildi,2025-03-02
1372,911,0,Lise Mezunu,Hayır,6000000,15300000,8,709,8900000,1700000,16400000,3500000,Onaylandı,2025-01-12
1373,997,3,Lise Mezunu,Hayır,700000,2500000,14,819,1600000,1000000,2100000,900000,Onaylandı,2025-01-12
1374,864,0,Lise Mezunu,Evet,6800000,17300000,18,841,10500000,8600000,16000000,8700000,Onaylandı,2024-07-28
1375,156,4,Lise Mezunu,Evet,5300000,10700000,12,700,15800000,1900000,20500000,2900000,Onaylandı,2024-06-23
1376,406,1,Lisans Mezunu,Evet,1400000,4200000,4,881,2800000,1200000,5100000,1300000,Onaylandı,2025-05-23
1377,874,2,Lisans Mezunu,Evet,1400000,4600000,4,804,1900000,2200000,5200000,700000,Onaylandı,2024-10-06
1378,903,4,Lise Mezunu,Hayır,9200000,21700000,6,653,22700000,4600000,29400000,8600000,Onaylandı,2025-07-23
1379,341,1,Lisans Mezunu,Evet,7900000,29200000,2,663,19600000,12100000,28600000,10100000,Onaylandı,2025-05-15
1380,697,0,Lise Mezunu,Hayır,4500000,17500000,10,495,10300000,3500000,9700000,6200000,Reddedildi,2024-05-28
1381,96,1,Lise Mezunu,Hayır,3800000,9800000,8,335,100000,5100000,14200000,1800000,Reddedildi,2025-03-23
1382,914,5,Lisans Mezunu,Evet,1500000,4900000,6,618,3400000,1000000,3200000,900000,Onaylandı,2024-02-16
1383,855,3,Lise Mezunu,Hayır,1200000,2400000,12,480,3000000,100000,3100000,1700000,Reddedildi,2025-09-24
1384,74,4,Lise Mezunu,Hayır,1700000,4900000,18,843,4800000,2200000,6200000,1800000,Onaylandı,2025-09-02
1385,523,4,Lisans Mezunu,Hayır,5200000,14100000,16,483,11800000,800000,19200000,2700000,Reddedildi,2025-09-24
1386,60,1,Lise Mezunu,Hayır,1600000,5100000,12,548,2200000,2700000,3600000,800000,Reddedildi,2024-12-23
1387,175,4,Lisans Mezunu,Evet,6600000,16000000,16,379,6500000,12600000,24700000,4500000,Reddedildi,2024-06-09
1388,698,5,Lise Mezunu,Evet,9400000,26600000,20,771,10200000,12600000,36900000,11700000,Onaylandı,2024-08-30
1389,67,4,Lisans Mezunu,Evet,300000,500000,2,353,600000,100000,1200000,400000,Reddedildi,2024-06-30
1390,787,5,Lise Mezunu,Hayır,4600000,11500000,16,668,6500000,3100000,10200000,5500000,Onaylandı,2025-01-23
